Comments,Date,Start Time,End Time,Observer(s),Site,Nestbox,Species,Adult(s),Nest,Eggs,Nestlings,Notes
,2021-06-02T00:00:00Z,0:50,2:00,KL KG,Mace Blvd,MBNR2,skipped,skipped,"skipped	",skipped,skipped,skipped
,2021-06-09T00:00:00Z,1:15,2:00,"KL, KG",Mace Blvd,MBNR2,Skipped,Skipped,"Skipped	",Skipped,Skipped,Loggers; skip 2
,2021-06-16T00:00:00Z,22:30,23:30,KL KG TP,Mace Blvd,MBNR2,-,-,"4	",-,-,loggers removed
,2021-06-23T00:00:00Z,1:00,2:00,KL KG,Mace Blvd,MBNR2,-,-,"4	",-,-,-
,2021-06-30T00:00:00Z,23:25,1:30,KL KG TP,Mace Blvd,MBNR2,WEBL,-,"4	",-,-,-
,2021-06-30T00:00:00Z,23:25,1:30,KL KG TP,Mace Blvd,MBNR2,WEBL,-,"4	",-,-,-
,2021-07-07T00:00:00Z,1:00,2:00,KL KG,Mace Blvd,MBNR2,WEBL,1 female in,"4	",4W,-,loggers to be added
,2021-07-15T00:00:00Z,1:30,2:00,KG,Mace Blvd,MBNR2,WEBL,1 female in,"4	",4W,-,-
,2021-07-22T00:00:00Z,0:55,1:30,KG,Mace Blvd,MBNR2,WEBL,1 female in,"4	",4W,-,likely dead eggs- remove loggers next week
,2021-07-29T00:00:00Z,22:00,23:00,KG,Mace Blvd,MBNR2,WEBL,1 female incubating,"4	",4A,-,loggers removed- incubating over a month now poor lady
,2022-03-15T00:00:00Z,8:45,9:15,KG RS,Mace Blvd,MBNR2,WEBL,2 near male and female,"0.25	",-,-,-
,2022-03-29T00:00:00Z,2:50,3:10,VW,Mace Blvd,MBNR2,TRES,1 flying near,"2	",-,-,yellow Jacket nest on pole!!
,2022-04-05T00:00:00Z,0:30,0:45,KL,Mace Blvd,MBNR2,TRES,-,"2/2	",-,-,
,2022-04-12T00:00:00Z,23:30,0:00,KG,Mace Blvd,MBNR2,TRES,0,"2, 2 feathers	",-,-,
,2022-04-19T00:00:00Z,2:15,2:45,"CP, AS",Mace Blvd,MBNR2,TRES,0,"2/3	",-,-,
,2022-04-26T00:00:00Z,4:30,5:00,SM CP KL,Mace Blvd,MBNR2,WEBL,-,"2	",-,-,
,2022-05-03T00:00:00Z,1:49,2:30,PGG,Mace Blvd,MBNR2,TRES,1 TRES in,"4/6	",0,0,
,2022-05-10T00:00:00Z,2:00,3:45,CP,Mace Blvd,MBNR2,TRES,1 TRES inside,"4/12	",6W,0,
,2022-05-17T00:00:00Z,,,VW CP KL SM,Mace Blvd,MBNR2,TRES,1 IN,"4/5	",6W,-,
,2022-05-26T00:00:00Z,,,SM YW KL,Mace Blvd,MBNR2,TRES,2 nearby,"4/5	",-,6,Didn’t measure or catch mom because nestlings are very cold
,2022-06-02T00:00:00Z,,,SM KL CP,Mace Blvd,MBNR2,TRES,-,"4/?	",-,-,Nestlings dead. Cleaned out nest
,2022-06-09T00:00:00Z,,,SM KL YW,Mace Blvd,MBNR2,-,-,"-	",-,-,
,2022-06-16T00:00:00Z,,,SM VW KL,Mace Blvd,MBNR2,-,-,"-	",-,-,
,2022-06-22T00:00:00Z,,,"YW, KL",Mace Blvd,MBNR2,-,-,"-	",-,-,-
,2022-06-29T00:00:00Z,,,KL,Mace Blvd,MBNR2,-,-,"-	",-,-,
,2022-07-05T00:00:00Z,,,KL,Mace Blvd,MBNR2,WEBL,-,"4	",-,-,
,2022-07-13T00:00:00Z,,,KL,Mace Blvd,MBNR2,WEBL,1 in,"4	",3W,-,
,2022-07-19T00:00:00Z,,,PGG,Mace Blvd,MBNR2,WEBL,1 in,"4	",4W,-,
,2022-07-27T00:00:00Z,,,KL,Mace Blvd,MBNR2,WEBL,1 in,"4	",3W,-,"1 dead nestling, 2 days old"
,2023-04-01T00:00:00Z,6:45,7:00,KL,Mace Blvd,MBNR2,WEBL,-,"1	",-,-,
,2023-04-04T00:00:00Z,3:45,4:00,KL,Mace Blvd,MBNR2,WEBL,-,"1	",-,-,
,2023-04-13T00:00:00Z,1:02,1:30,RK,Mace Blvd,MBNR2,WEBL,-,"4	",-,-,
,2023-04-18T00:00:00Z,,,KL,Mace Blvd,MBNR2,WEBL,1 female near,"4	",-,-,
,2023-04-27T00:00:00Z,,,KL,Mace Blvd,MBNR2,WEBL,1 female in,"4	",4W,-,
,2023-05-04T00:00:00Z,,,KL,Mace Blvd,MBNR2,WEBL,-,"4	",6W,-,
,2023-05-09T00:00:00Z,1:20,2:00,"KL, YZ",Mace Blvd,MBNR2,WEBL,2 nearby,"4	",0,5,
,2023-05-16T00:00:00Z,2:30,2:47,"KL, RK, YZ",Mace Blvd,MBNR2,WEBL,1 nearby,"4	",1,5,
,2023-05-19T00:00:00Z,,,KL,Mace Blvd,MBNR2,WEBL,1 in 1 near,"4	",-,Did not check,
,2023-05-22T00:00:00Z,,,KL,Mace Blvd,MBNR2,WEBL,2 near,"4	",1W,5,
,2023-06-08T00:00:00Z,,,KL,Mace Blvd,MBNR2,TRES,-,"4/10	",4W,-,"Left loggers, data download, rm camera"
,2023-06-15T00:00:00Z,23:36,23:40,"KL, RK",Mace Blvd,MBNR2,TRES,1 in,"4/30	",5W,0,
,2023-06-24T00:00:00Z,,,KL,Mace Blvd,MBNR2,TRES,1 in,"4/15	",?,4,
,2023-06-28T00:00:00Z,,,KL,Mace Blvd,MBNR2,TRES,-,"4/15	",-,4,Not old enough to be bled
,2023-07-04T00:00:00Z,,,KL,Mace Blvd,MBNR2,TRES,1 near,"4/20	",-,4,
,2023-08-02T00:00:00Z,1:20,1:25,"KL, RK, YZ",Mace Blvd,MBNR2,TRES,0,"4/15	",0,0,1 dead adult inside
,2021-04-16T00:00:00Z,3:50,4:30,KL KG,Mace Blvd,MBNR3,TRES?,--,"3	",-,-,nest only made of hay?
,2021-04-23T00:00:00Z,1:00,1:15,KL KG,Mace Blvd,MBNR3,TRES?,-,"3	",-,-,2 TRES near
,2021-04-30T00:00:00Z,2:30,2:45,"KL, KG",Mace Blvd,MBNR3,WEBL,1 in,"4	",4A,-,WEBL female stayed in nest!!!
,2021-05-07T00:00:00Z,8:00,8:35,KL KG,Mace Blvd,MBNR3,TRES?,2 near,"4	",-,-,Hay nest that has not changed
,2021-05-12T00:00:00Z,3:40,4:10,KL KG,Mace Blvd,MBNR3,TRES,1 in,"4/0	",1C,-,hay nest that is now being used
,2021-05-26T00:00:00Z,1:45,2:30,"KL, KG",Mace Blvd,MBNR3,TRES,"1 in, 2 near","4/11	",4W,-,
,2021-06-02T00:00:00Z,0:50,2:00,KL KG,Mace Blvd,MBNR3,TRES,2 near,"4/11	",-,4,"approx WC: 9,11,10"
,2021-06-09T00:00:00Z,1:15,2:00,"KL, KG",Mace Blvd,MBNR3,TRES,-,"4/10	",-,4,"Very very cold barely alive nestlings, did not measure wing chord. Measure next week if alive 😭"
,2021-06-16T00:00:00Z,22:30,23:30,KL KG TP,Mace Blvd,MBNR3,skipped,skipped,"skipped	",skipped,skipped,no babies heard
,2021-06-23T00:00:00Z,1:00,2:00,KL KG,Mace Blvd,MBNR3,TRES,-,"4/12	",-,-,"at least 4 dead nestlings - removed from the nest, also a wasps nest"
,2021-06-30T00:00:00Z,0:25,1:30,KL KG TP,Mace Blvd,MBNR3,TRES,-,"4/20	",-,-,-
,2021-06-30T00:00:00Z,0:25,1:30,KL KG TP,Mace Blvd,MBNR3,TRES,-,"4/20	",-,-,-
,2021-07-07T00:00:00Z,1:00,2:00,KL KG,Mace Blvd,MBNR3,TRES,-,"4/12	",-,-,-
,2022-03-15T00:00:00Z,20:45,9:15,KG RS,Mace Blvd,MBNR3,WEBL,1 on top,"-	",-,-,-
,2022-03-29T00:00:00Z,2:52,3:19,VW,Mace Blvd,MBNR3,TRES,1 flying near by,"0/2	",-,-,
,2022-04-05T00:00:00Z,0:30,0:45,KL,Mace Blvd,MBNR3,TRES,-,"1/2	",-,-,
,2022-04-12T00:00:00Z,23:30,0:00,KG CP,Mace Blvd,MBNR3,TRES?,-,"1	",-,-,cody murdered wasp!
,2022-04-19T00:00:00Z,2:15,2:45,"CP, AS",Mace Blvd,MBNR3,TRES,1 TRES inside,"2/1	",-,-,
,2022-04-26T00:00:00Z,4:30,5:00,SM KL CP,Mace Blvd,MBNR3,TRES,-,"4/6	",-,-,
,2022-05-03T00:00:00Z,1:49,2:30,KG,Mace Blvd,MBNR3,TRES,0,"4/3	",0,0,
,2022-05-10T00:00:00Z,2:00,3:45,CP,Mace Blvd,MBNR3,TRES,0,"4/4	",0,0,
,2022-05-17T00:00:00Z,,,VW,Mace Blvd,MBNR3,TRES,-,"4/4	",5C,-,-
,2022-05-26T00:00:00Z,,,SM YW KL,Mace Blvd,MBNR3,TRES,1 in,"4/8	",5 W,-,
,2022-06-02T00:00:00Z,,,SM KL CP,Mace Blvd,MBNR3,TRES,-,"4/10	",5 C,-,
,2022-06-09T00:00:00Z,,,SM KL YW,Mace Blvd,MBNR3,TRES,-,"4/5	",5 C,-,
,2022-06-16T00:00:00Z,23:40,1:30,SM VW KL,Mace Blvd,MBNR3,TRES,-,"4/8	",5 C,-,
,2022-06-22T00:00:00Z,,,"KL, YW",Mace Blvd,MBNR3,-,-,"-	",-,-,clean out the nest
,2022-06-29T00:00:00Z,,,KL,Mace Blvd,MBNR3,-,-,"-	",-,-,
,2022-07-05T00:00:00Z,,,KL,Mace Blvd,MBNR3,-,-,"-	",-,-,
,2022-07-13T00:00:00Z,,,CP,Mace Blvd,MBNR3,-,0,"0	",0,0,
,2022-07-19T00:00:00Z,,,PGG,Mace Blvd,MBNR3,-,-,"-	",-,-,
,2022-07-27T00:00:00Z,,,KL,Mace Blvd,MBNR3,-,-,"-	",-,-,
,2023-04-01T00:00:00Z,6:45,7:00,KL,Mace Blvd,MBNR3,-,-,"-	",-,-,
,2023-04-04T00:00:00Z,3:45,4:00,KL,Mace Blvd,MBNR3,-,-,"-	",-,-,
,2023-04-18T00:00:00Z,,,KL,Mace Blvd,MBNR3,TRES,2 near,"3/4	",-,-,
,2023-04-27T00:00:00Z,,,KL,Mace Blvd,MBNR3,TRES,-,"3/1	",-,-,
,2023-05-04T00:00:00Z,,,KL,Mace Blvd,MBNR3,TRES,1 near,"4/5	",6W,-,
,2023-05-09T00:00:00Z,1:30,1:45,RK,Mace Blvd,MBNR3,TRES,"1 male inside, female nearby","4/10	",6W,0,
,2023-05-19T00:00:00Z,,,KL,Mace Blvd,MBNR3,TRES,2 near,"4/10	",-,-,Found empty :(
,2023-06-08T00:00:00Z,2:02,2:02,RK,Mace Blvd,MBNR3,-,0,"4	",0,0,
,2021-04-16T00:00:00Z,3:50,4:30,KL KG,Mace Blvd,MBNR4,TRES,2 nearby,"2	",-,-,-
,2021-04-23T00:00:00Z,1:00,1:15,KL KG,Mace Blvd,MBNR4,TRES?,1 near,"0.5	",-,-,Barely a nest
,2021-04-30T00:00:00Z,2:30,2:45,"KL, KG",Mace Blvd,MBNR4,WEBL,-,"0.5	",-,-,has not changed?
,2021-05-07T00:00:00Z,8:00,8:35,KL KG,Mace Blvd,MBNR4,WEBL,-,"4	",2A,-,-
,2021-05-12T00:00:00Z,3:40,4:10,KL KG,Mace Blvd,MBNR4,WEBL,-,"4	",4W,-,-
,2021-05-19T00:00:00Z,23:30,0:45,KL KG,Mace Blvd,MBNR4,WEBL,-,"4	",4W,-,-
,2021-05-26T00:00:00Z,1:45,2:30,"KL, KG",Mace Blvd,MBNR4,WEBL,1 female,"4	",-,4,"WC: 11, 11, 12"
,2021-06-02T00:00:00Z,0:50,2:00,KL KG,Mace Blvd,MBNR4,WEBL,-,"4	",-,4,"approx WC: 38, 44,46"
,2021-06-09T00:00:00Z,1:15,2:00,"KL, KG",Mace Blvd,MBNR4,Skipped,Skipped,"Skipped	",Skipped,Skipped,Skip 1
,2021-06-16T00:00:00Z,22:30,23:30,KL KG TP,Mace Blvd,MBNR4,skipped,skipped,"skipped	",skipped,skipped,no babies heard
,2021-06-23T00:00:00Z,1:00,2:00,KL KG,Mace Blvd,MBNR4,WEBL,1 near,"4	",-,-,-
,2021-06-23T00:00:00Z,1:00,2:00,KL KG,Mace Blvd,MBNR4,WEBL,1 near,"4	",-,-,-
,2021-06-23T00:00:00Z,1:00,2:00,KL KG,Mace Blvd,MBNR4,WEBL,1 near,"4	",-,-,-
,2021-06-30T00:00:00Z,0:25,1:30,KL KG TP,Mace Blvd,MBNR4,WEBL,1 near,"4	",4W,-,loggers added
,2021-07-07T00:00:00Z,1:00,2:00,KL KG,Mace Blvd,MBNR4,WEBL,1 female in,"4	",4W,-,-
,2021-07-15T00:00:00Z,1:30,2:00,KG,Mace Blvd,MBNR4,WEBL,1 female in,"4	",4W,-,-
,2021-07-22T00:00:00Z,0:55,1:30,KG,Mace Blvd,MBNR4,WEBL,1 female in,"4	",4W,-,probably not going to hatch- remove next week
,2021-07-29T00:00:00Z,22:00,23:00,KG,Mace Blvd,MBNR4,WEBL,-,"4	",4C,-,loggers removed eggs abandonded
,2022-03-15T00:00:00Z,8:45,9:15,KG RS,Mace Blvd,MBNR4,-,-,"-	",-,-,-
,2022-03-29T00:00:00Z,2:52,3:19,VW,Mace Blvd,MBNR4,WEBL,female on box,"3	",-,-,
,2022-04-05T00:00:00Z,0:30,0:45,KL,Mace Blvd,MBNR4,WEBL,1 in,"4	",-,-,
,2022-04-12T00:00:00Z,23:30,0:00,KG,Mace Blvd,MBNR4,TRES,1 TRES near,"4	",5a,0,Loggers added
,2022-04-19T00:00:00Z,2:15,2:45,"CP, AS",Mace Blvd,MBNR4,TRES,0,"4/8	",5W,0,loggers
,2022-04-26T00:00:00Z,16:30,17:00,CP,Mace Blvd,MBNR4,TRES,0,"4/9	",0,5,
,2022-04-28T00:00:00Z,8:00,9:00,KL,Mace Blvd,MBNR4,WEBL,1 WEBL female inside,"4	",0,4,"WC: 12, 12, 12, 11"
,2022-05-03T00:00:00Z,1:30,2:30,KG PGG VW CP,Mace Blvd,MBNR4,WEBL,1 mom,"4	",-,4,"WC: 26,31,26,31"
,2022-05-10T00:00:00Z,,,"KL, CP, VW",Mace Blvd,MBNR4,WEBL,2 on,"4	",-,4,
,2022-05-17T00:00:00Z,,,VW,Mace Blvd,MBNR4,-,-,"-	",-,-,
,2022-05-26T00:00:00Z,,,"YW, KL, SM",Mace Blvd,MBNR4,WEBL,-,"4	",-,-,babies hatched
,2022-06-02T00:00:00Z,,,SM CP KL,Mace Blvd,MBNR4,WEBL,2 nearby,"4	",4:00 AM,-,Nest has feathers
,2022-06-09T00:00:00Z,,,SM KL YW,Mace Blvd,MBNR4,WEBL,-,"4	",5 W,-,
,2022-06-16T00:00:00Z,,,KL,Mace Blvd,MBNR4,WEBL,1 near,"4	",5W,-,
,2022-06-22T00:00:00Z,,,KL,Mace Blvd,MBNR4,WEBL,-,"4	",5W,-,
,2022-06-29T00:00:00Z,,,KL,Mace Blvd,MBNR4,WEBL,1 in,"4	",5W,-,
,2022-07-05T00:00:00Z,,,KL,Mace Blvd,MBNR4,WEBL,-,"4	",5W,-,"Likely abandoned- removed loggers but left nest. If still eggs next week, clean"
,2022-07-13T00:00:00Z,,,KL,Mace Blvd,MBNR4,WEBL,0,"4	",5W,0,
,2022-07-19T00:00:00Z,,,PGG,Mace Blvd,MBNR4,WEBL,1 in,"4	",5W,-,
,2022-07-27T00:00:00Z,,,KL,Mace Blvd,MBNR4,WEBL,-,"4	",5A,-,
,2023-04-01T00:00:00Z,6:45,7:00,KL,Mace Blvd,MBNR4,-,-,"-	",-,-,
,2023-04-13T00:00:00Z,,,"KL, YZ,RK",Mace Blvd,MBNR4,-,-,"-	",-,-,
,2023-04-18T00:00:00Z,3:08,3:19,"RK, YZ",Mace Blvd,MBNR4,TRES,-,"3/10	",-,-,
,2023-04-27T00:00:00Z,,,KL,Mace Blvd,MBNR4,WEBL,-,"4	",4C,-,
,2023-05-04T00:00:00Z,,,KL,Mace Blvd,MBNR4,WEBL,1 near,"4	",5W,-,
,2023-05-09T00:00:00Z,1:31,1:49,YZ,Mace Blvd,MBNR4,WEBL,0,"4	",5W,0,
,2023-05-16T00:00:00Z,1:54,2:00,RK,Mace Blvd,MBNR4,WEBL,0,"4	",0,4,
,2023-06-08T00:00:00Z,2:01,2:02,RK,Mace Blvd,MBNR4,-,0,"4	",0,0,
,2023-08-02T00:00:00Z,1:15,1:16,"KL, RK, YZ",Mace Blvd,MBNR4,WEBL,1 inside,"4	",4W,0,
,2021-04-16T00:00:00Z,3:50,4:30,KL KG,Mace Blvd,MBNR5,-,-,"-	",-,-,nothing
,2021-04-23T00:00:00Z,1:00,1:15,"KL, KG",Mace Blvd,MBNR5,TRES,"1 on, 3 near","4/1	",-,-,-
,2021-04-30T00:00:00Z,2:30,2:45,"KL, KG",Mace Blvd,MBNR5,TRES,1 near,"4/2	",1C,-,-
,2021-05-07T00:00:00Z,8:00,8:30,"KL, KG",Mace Blvd,MBNR5,TRES,"1 in, 1 near","4/20	",5W,-,loggers placed
,2021-05-12T00:00:00Z,3:45,4:00,"KL, KG",Mace Blvd,MBNR5,TRES,1 near,"4/7	",5W,-,
,2021-05-19T00:00:00Z,0:30,2:30,KL KG,Mace Blvd,MBNR5,TRES,1 in 1 near,"4/18	",-,5,"measure 1; WC 8,7,7,8,7"
,2021-05-26T00:00:00Z,1:45,3:00,KL KG,Mace Blvd,MBNR5,TRES,2 near,"4/11	",-,5,"WC:31,38,33,33,29"
,2021-05-31T00:00:00Z,9:30,11:00,"KL, IS",Mace Blvd,MBNR5,TRES,2 near,"4/10	",-,5,Banded
,2021-06-02T00:00:00Z,1:00,1:45,"KL, KG",Mace Blvd,MBNR5,Skipped,-,"Skipped	",Skipped,Skipped,Skip 1
,2021-06-16T00:00:00Z,22:30,23:30,KL KG TP,Mace Blvd,MBNR5,-,-,"4	",-,-,loggers removed
,2021-06-23T00:00:00Z,1:00,1:30,"KL, KG",Mace Blvd,MBNR5,TRES,-,"3/5	",-,-,
,2021-06-30T00:00:00Z,0:30,1:00,KL KG TP,Mace Blvd,MBNR5,TRES,-,"3/12	",-,-,
,2021-07-07T00:00:00Z,1:15,2:00,"KL, KG",Mace Blvd,MBNR5,-,-,"2/3	",-,-,
,2022-03-15T00:00:00Z,8:40,9:15,"KL, SM, KG, RS",Mace Blvd,MBNR5,-,-,"-	",-,-,
,2022-03-23T00:00:00Z,23:21,0:00,"KL, IS",Mace Blvd,MBNR5,TRES,-,"1/0	",-,-,
,2022-03-29T00:00:00Z,23:00,16:00,KL,Mace Blvd,MBNR5,WEBL,-,"1	",-,-,
,2022-04-05T00:00:00Z,0:25,1:00,VW,Mace Blvd,MBNR5,-,-,"1	",-,-,
,2022-04-11T00:00:00Z,4:30,5:00,KL,Mace Blvd,MBNR5,WEBL,-,"4	",-,-,
,2022-04-12T00:00:00Z,23:30,0:15,"SM, YW, KL, CP",Mace Blvd,MBNR5,?,-,"1	",-,-,Wasp removed
,2022-04-19T00:00:00Z,2:20,2:50,CP,Mace Blvd,MBNR5,TRES?,0,"2	",-,-,
,2022-05-03T00:00:00Z,1:49,2:30,KG,Mace Blvd,MBNR5,TRES,-,"4/1	",-,-,-
,2022-05-10T00:00:00Z,,,VW KL CP,Mace Blvd,MBNR5,TRES,-,"4/10	",1C,-,
,2022-05-17T00:00:00Z,,,VW,Mace Blvd,MBNR5,TRES,1 ON,"4/6	",5W,-,
,2022-05-26T00:00:00Z,,,"KL, SM, YW",Mace Blvd,MBNR5,TRES,1 in,"4/5	",5W,-,-
,2022-06-02T00:00:00Z,,,SM CP KL,Mace Blvd,MBNR5,TRES,1 in,"4/5	",-,5,
,2022-06-09T00:00:00Z,,,KL,Mace Blvd,MBNR5,TRES,-,"4/5	",-,-,1 dead nestling - pink
,2022-06-16T00:00:00Z,,,KL,Mace Blvd,MBNR5,WEBL,-,"4	",-,-,
,2022-06-22T00:00:00Z,,,"KL, YW",Mace Blvd,MBNR5,WEBL,-,"4	",-,-,-
,2022-06-29T00:00:00Z,,,KL,Mace Blvd,MBNR5,TRES,-,"4/5	",-,-,
,2022-07-05T00:00:00Z,,,KL,Mace Blvd,MBNR5,TRES,-,"4/10	",-,-,
,2022-07-13T00:00:00Z,,,CP,Mace Blvd,MBNR5,TRES,0,"4/5	",0,0,
,2022-07-19T00:00:00Z,,,PGG,Mace Blvd,MBNR5,WEBL,-,"4	",-,-,
,2022-07-27T00:00:00Z,23:30,0:30,SM,Mace Blvd,MBNR5,TRES,0,"4/5	",0,0,
,2023-04-01T00:00:00Z,6:45,7:00,KL,Mace Blvd,MBNR5,TRES,1 in,"1/2	",-,-,
,2023-04-04T00:00:00Z,3:45,4:00,KL,Mace Blvd,MBNR5,TRES,-,"0/2	",-,-,
,2023-04-13T00:00:00Z,1:00,1:30,RK,Mace Blvd,MBNR5,TRES,2 nearby,"4/6	",-,-,
,2023-04-18T00:00:00Z,3:10,3:19,"RK, YZ",Mace Blvd,MBNR5,TRES,"1 inside, 2 nearby","4/12	",0,0,
,2023-04-27T00:00:00Z,1:51,2:15,RK,Mace Blvd,MBNR5,TRES,"2 in box, flew out","4/8	",5A,-,
,2023-05-04T00:00:00Z,2:24,2:50,RK,Mace Blvd,MBNR5,TRES,1 nearby,"4/15	",6W,0,
,2023-05-09T00:00:00Z,1:17,1:45,RK,Mace Blvd,MBNR5,TRES,3 nearby,"4/5	",6W,0,
,2023-05-19T00:00:00Z,,,KL,Mace Blvd,MBNR5,TRES,1 near,"4/10	",-,6,
,2023-06-28T00:00:00Z,,,KL,Mace Blvd,MBNR5,TRES,1 in,"4/10	",5W,-,
,2023-07-04T00:00:00Z,,,KL,Mace Blvd,MBNR5,TRES,1 in,"4/10	",5W,-,
,2023-07-12T00:00:00Z,2:25,2:40,"KL, RK",Mace Blvd,MBNR5,TRES,1 near,"4/20	",5W,0,
,2021-04-16T00:00:00Z,3:50,4:30,KL KG,Mace Blvd,MBNR6,-,-,"-	",-,-,nothing
,2021-04-23T00:00:00Z,1:00,1:15,"KL, KG",Mace Blvd,MBNR6,TRES?,-,".5/0	",-,-,-
,2021-04-30T00:00:00Z,2:30,2:45,"KL, KG",Mace Blvd,MBNR6,WEBL?,-,"2	",-,-,-
,2021-05-07T00:00:00Z,8:00,8:30,"KL, KG",Mace Blvd,MBNR6,WEBL,-,"4	",2W,-,Nest not covered on bottom
,2021-05-12T00:00:00Z,3:45,4:00,"KL, KG",Mace Blvd,MBNR6,WEBL,1 in,"4	",5W,-,"Male: R BU/WH, L SV/GR, Female UB"
,2021-05-19T00:00:00Z,0:30,2:00,"KL, KG",Mace Blvd,MBNR6,WEBL,-,"4	",5W,-,
,2021-05-26T00:00:00Z,1:45,2:30,"KL, KG",Mace Blvd,MBNR6,WEBL,2 near,"4	",-,5,"Female with food WC: 9, 11, 11"
,2021-06-02T00:00:00Z,1:00,1:45,"KL, KG",Mace Blvd,MBNR6,WEBL,1 near,"4	",-,5,
,2021-06-09T00:00:00Z,1:15,2:00,KL KG DV,Mace Blvd,MBNR6,TRES,2 near,"skipped	",skipped,skipped,skipped
,2021-06-09T00:00:00Z,1:15,2:00,KL KG DV,Mace Blvd,MBNR6,TRES,2 near,"skipped	",skipped,skipped,skipped
,2021-06-16T00:00:00Z,22:30,23:30,KL KG TP,Mace Blvd,MBNR6,skipped,skipped,"skipped	",skipped,skipped,babies not heard
,2021-06-23T00:00:00Z,1:00,1:30,"KL, KG",Mace Blvd,MBNR6,TRES,-,"3/2	",-,-,
,2021-06-30T00:00:00Z,0:30,1:00,"KL, LG, TP",Mace Blvd,MBNR6,TRES,-,"3/3	",-,-,
,2021-07-07T00:00:00Z,1:15,2:00,"KL, KG",Mace Blvd,MBNR6,-,-,"2	",-,-,
,2022-03-15T00:00:00Z,8:40,9:15,"KL, SM, KG, RS",Mace Blvd,MBNR6,WEBL,-,"1	",-,-,
,2022-03-23T00:00:00Z,23:21,0:00,"KL, IS",Mace Blvd,MBNR6,TRES,-,"1/0	",-,-,
,2022-03-29T00:00:00Z,23:00,4:00,KL,Mace Blvd,MBNR6,WEBL,-,"3	",-,-,
,2022-04-05T00:00:00Z,0:25,0:45,"SM, VW, KL",Mace Blvd,MBNR6,WEBL,-,"4	",-,-,
,2022-04-12T00:00:00Z,23:30,0:15,"SM, YW, KL, CP",Mace Blvd,MBNR6,WEBL,1 in,"4	",4 C,-,
,2022-04-19T00:00:00Z,2:15,2:45,KL,Mace Blvd,MBNR6,WEBL,1 in,"4	",5W,-,Added loggers
,2022-04-26T00:00:00Z,4:30,5:00,KL,Mace Blvd,MBNR6,WEBL,-,"4	",3W,2,Newly hatched chicks; will measure next week.
,2022-05-03T00:00:00Z,1:49,2:30,KG,Mace Blvd,MBNR6,WEBL,0,"4	",0,4,"Wing chords: 16, 14, 14, 15"
,2022-05-10T00:00:00Z,2:00,3:45,CP,Mace Blvd,MBNR6,WEBL,1 WEBL male and 1 WEBL female near,"4	",1,4,
,2022-05-17T00:00:00Z,,,,Mace Blvd,MBNR6,WEBL,skipped,"skipped	",skipped,skipped,skipped
,2022-05-26T00:00:00Z,,,SM YW KL,Mace Blvd,MBNR6,WEBL,-,"4	",1:00 AM,-,Egg buried a bit
,2022-06-02T00:00:00Z,,,SM KL CP,Mace Blvd,MBNR6,WEBL,1 nearby,"4	",2 W,-,
,2022-06-09T00:00:00Z,,,KL,Mace Blvd,MBNR6,WEBL,1 in,"4	",6W,-,Loggers
,2022-06-16T00:00:00Z,,,KL,Mace Blvd,MBNR6,WEBL,1 in,"4	",6W,-,
,2022-06-22T00:00:00Z,,,KL,Mace Blvd,MBNR6,WEBL,1 in,"4	",2W,4,
,2022-06-29T00:00:00Z,,,KL,Mace Blvd,MBNR6,WEBL,1 near,"4	",-,3,
,2022-07-05T00:00:00Z,,,VW KL,Mace Blvd,MBNR6,WEBL,-,"4	",1A,3,
,2022-07-13T00:00:00Z,,,CP,Mace Blvd,MBNR6,-,0,"-	",-,-,
,2022-07-19T00:00:00Z,,,PGG,Mace Blvd,MBNR6,Skipped,Skipped,"Skipped	",Skipped,Skipped,
,2023-04-01T00:00:00Z,6:45,7:00,KL,Mace Blvd,MBNR6,-,-,"-	",-,-,
,2023-04-04T00:00:00Z,3:45,4:00,KL,Mace Blvd,MBNR6,-,-,"-	",-,-,
,2023-04-13T00:00:00Z,1:00,1:15,YZ,Mace Blvd,MBNR6,-,0,"0	",0,0,
