Comments,Date,Start Time,End Time,Observer(s),Site,Nestbox,Species,Adult(s),Nest,Eggs,Nestlings,Notes
,2022-06-02T00:00:00Z,,,VW KG PGG,Russell Ranch,RRRG39,WEBL,-,"4	",-,4,
,2022-06-09T00:00:00Z,,,KG PGG,Russell Ranch,RRRG39,WEBL,-,"4	",-,-,-
,2022-06-14T00:00:00Z,1:30,2:30,PGG,Russell Ranch,RRRG39,TRES,1 TRES near perched,"-	",-,-,
,2022-06-22T00:00:00Z,23:40,1:00,SM KL VW,Russell Ranch,RRRG39,WEBL,-,"4	",-,-,
,2022-06-28T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG39,WEBL,-,"4- old nest	",-,-,-
,2022-07-06T00:00:00Z,23:34,0:15,CP,Russell Ranch,RRRG39,WEBL,0,"4	",0,0,
,2022-07-13T00:00:00Z,,,KG VW,Russell Ranch,RRRG39,WEBL,-,"-	",-,-,old nest
,2022-07-19T00:00:00Z,,,KG YW,Russell Ranch,RRRG39,WEBL,-,"-	",-,-,old nest
,2022-07-27T00:00:00Z,,,KG VW,Russell Ranch,RRRG39,-,-,"-	",-,-,empty nest cleared
,2023-04-11T00:00:00Z,2:23,2:50,"RK, YZ",Russell Ranch,RRRG39,-,-,"0	",-,-,
,2023-04-18T00:00:00Z,1:25,1:49,"RK, YZ",Russell Ranch,RRRG39,TRES,1 nearby,"0	",0,0,
,2023-04-25T00:00:00Z,1:54,2:00,"RK, YZ",Russell Ranch,RRRG39,TRES,0,"2/0	",0,0,
,2023-05-02T00:00:00Z,2:50,3:10,"RK, YZ",Russell Ranch,RRRG39,-,0,"2	",0,0,
,2023-05-11T00:00:00Z,0:47,1:10,"RK, YZ",Russell Ranch,RRRG39,ATFL,0,"4/30	",0,0,Nest lined with mammal fur
,2023-05-25T00:00:00Z,23:34,23:45,"RK, YZ",Russell Ranch,RRRG39,ATFL,1 inside,"4	",5W,0,
,2021-04-16T00:00:00Z,0:50,1:49,KL KG,Russell Ranch,RRRG4,TRES,2 around,"4/ 10	",-,-,-
,2021-04-23T00:00:00Z,2:45,3:30,KL KG,Russell Ranch,RRRG4,TRES,2 near,"4/2	",1W,-,Box very unstable- leaning forward
,2021-04-30T00:00:00Z,0:30,1:00,"KL, KG",Russell Ranch,RRRG4,TRES,2 near,"4/4	",5W,-,small nest
,2021-05-06T00:00:00Z,7:40,21:40,KL KG,Russell Ranch,RRRG4,TRES,2 near,"4/11	",4W,-,-
,2021-05-13T00:00:00Z,0:20,3:00,KL KG,Russell Ranch,RRRG4,TRES,-,"4/18	",-,4,"WC: 7,8,7"
,2021-05-20T00:00:00Z,23:40,0:15,"KL, KG",Russell Ranch,RRRG4,TRES,2 on,"4/10	",-,4,"WC: 30, 32, 33"
,2021-05-24T00:00:00Z,0:30,4:00,KL KG AK,Russell Ranch,RRRG4,TRES,2 near,"4/4	",-,3,3 alive 1 dead nestling
,2021-05-24T00:00:00Z,0:30,4:00,KL KG AK,Russell Ranch,RRRG4,TRES,2 near,"4/4	",-,3,3 alive 1 dead nestling; banded
,2021-05-27T00:00:00Z,23:45,1:00,KL KG,Russell Ranch,RRRG4,TRES,1 on,"Skipped	",Skipped,Skipped,skipped- heard loud babies!!
,2021-06-03T00:00:00Z,0:00,1:00,"KL, KG",Russell Ranch,RRRG4,TRES,3 near,"Skipped	",Skipped,Skipped,Skip 2
,2021-06-03T00:00:00Z,1:30,2:30,"KL, KG",Russell Ranch,RRRG4,WEBL,-,"2.5	",-,-,
,2021-06-17T00:00:00Z,22:30,23:30,"KL, KG",Russell Ranch,RRRG4,TRES,1 in,"4/13	",4W,-,
,2021-06-24T00:00:00Z,23:30,1:00,KL KG,Russell Ranch,RRRG4,TRES,1 in,"4/12	",4W,-,-
,2021-07-01T00:00:00Z,23:30,0:30,KL KG,Russell Ranch,RRRG4,TRES,2 near,"4/10	",1W,3,"WC: 12,12,14"
,2022-03-15T00:00:00Z,3:00,3:45,"KL, CP, IS",Russell Ranch,RRRG4,-,-,"-	",-,-,
,2022-03-15T00:00:00Z,3:00,3:30,"KL, CP, IS",Russell Ranch,RRRG4,-,-,"-	",-,-,
,2022-03-29T00:00:00Z,1:30,2:00,"YW, VW",Russell Ranch,RRRG4,TRES,"1 on, 1 stand on pole next to it","2	",-,-,
,2022-04-05T00:00:00Z,2:30,3:19,VW,Russell Ranch,RRRG4,TRES,1 FLY,"3/1	",-,-,
,2022-04-12T00:00:00Z,2:10,3:00,KG YW,Russell Ranch,RRRG4,TRES,-,"4/6	",4A,-,-
,2022-04-19T00:00:00Z,23:40,0:10,VW KG,Russell Ranch,RRRG4,TRES,1 ON 1 IN,"4/4	",5W,-,Loggers added
,2022-04-26T00:00:00Z,23:50,0:30,KG PGG,Russell Ranch,RRRG4,TRES,1 on 1 near,"4/9	",5W,-,eggs loggers
,2022-05-05T00:00:00Z,0:40,1:30,KG VW MZ,Russell Ranch,RRRG4,TRES,1 on,"4/5	",1C,-,last week warm eggs- expecting babies but all are gone :/ may move loggers
,2022-05-10T00:00:00Z,,,KG PGG YW,Russell Ranch,RRRG4,TRES,2 near,"4/8	",6W,-,"last week 1 cold/ dead egg so loggers removed, this week new eggs —> moved loggers BACK to 4! (removed from 2)."
,2022-05-21T00:00:00Z,,,KG KL,Russell Ranch,RRRG4,TRES,1 in,"4/8	",6W,-,
,2022-06-09T00:00:00Z,,,KG PGG,Russell Ranch,RRRG4,TRES,2 near,"4/12	",-,4,banding age ish
,2022-06-14T00:00:00Z,,,PGG,Russell Ranch,RRRG4,TRES,1 TRES inside,"4/?	",5W,0,
,2022-06-16T00:00:00Z,,,CP,Russell Ranch,RRRG4,TRES,2 TRES in box,"4/4	",0,1,Wrote number on but only had thin sharpie
,2022-06-22T00:00:00Z,,,VW,Russell Ranch,RRRG4,TRES,-,"4/8	",-,-,
,2022-07-19T00:00:00Z,,,KG YW,Russell Ranch,RRRG4,-,-,"-	",-,-,empty
,2022-07-27T00:00:00Z,,,KG VW,Russell Ranch,RRRG4,-,-,"-	",-,-,empty nest cleared
,2023-03-31T00:00:00Z,3:47,4:15,KL,Russell Ranch,RRRG4,TRES,1 on,"2/0	",-,-,
,2022-04-18T00:00:00Z,23:40,0:15,"SM, VW, KG",Russell Ranch,RRRG40,TRES,1 in 1 on,"-	",-,-,
,2022-04-26T00:00:00Z,23:40,0:40,"YW, VW",Russell Ranch,RRRG40,TRES,one on,"2	",-,-,
,2022-05-10T00:00:00Z,23:50,0:19,"YW, KG, PGG",Russell Ranch,RRRG40,TRES,-,"4/5	",2,-,
,2022-05-21T00:00:00Z,,,KL,Russell Ranch,RRRG40,TRES,1 in,"2/5	",-,-,
,2022-05-24T00:00:00Z,,,KG PGG YW,Russell Ranch,RRRG40,TRES,1 in,"4/4	",4W,-,-
,2022-06-02T00:00:00Z,,,VW KG PGG,Russell Ranch,RRRG40,TRES,-,"4	",-,3,Really messed up nest. Group is not even covered but babies are in there.
,2022-06-09T00:00:00Z,,,KG PGG,Russell Ranch,RRRG40,TRES,2 near,"4/15	",-,3,measure 1- could not capture mom
,2022-06-14T00:00:00Z,,,PGG,Russell Ranch,RRRG40,TRES,2 TRES flying near,"-	",-,-,
,2022-06-22T00:00:00Z,,,VW KG SM,Russell Ranch,RRRG40,TRES,-,"4/6	",-,-,nest cleared out
,2022-06-28T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG40,TRES,-,"1	",-,-,old nest leftovers
,2022-07-06T00:00:00Z,,,CP,Russell Ranch,RRRG40,0,0,"0	",0,0,Box front panel broken
,2022-07-13T00:00:00Z,,,KG VW,Russell Ranch,RRRG40,WEBL,-,"-	",-,-,old nest
,2022-07-19T00:00:00Z,,,KG YW,Russell Ranch,RRRG40,WEBL,-,"-	",-,-,-
,2022-07-27T00:00:00Z,,,KG VW,Russell Ranch,RRRG40,-,-,"-	",-,-,empty nest cleared
,2023-03-31T00:00:00Z,3:47,4:15,KL,Russell Ranch,RRRG40,-,-,"-	",-,-,
,2022-04-18T00:00:00Z,23:40,0:15,"SM, VW, KG",Russell Ranch,RRRG41,TRES,1 on 1 flying,"1/0	",-,-,
,2022-04-26T00:00:00Z,23:40,0:40,"YW, VW",Russell Ranch,RRRG41,TRES,one in,"3/4	",-,-,
,2022-05-10T00:00:00Z,23:45,1:00,KG PGG YW,Russell Ranch,RRRG41,TRES,2 near,"4/4	",4C,-,-
,2022-05-21T00:00:00Z,,,KL,Russell Ranch,RRRG41,TRES,-,"4/10	",4C,-,Front broken
,2022-05-24T00:00:00Z,,,KG PGG YW,Russell Ranch,RRRG41,WEBL,1 female,"4	",4A,-,broken box- used bag handle to fix it
,2022-06-02T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG41,TRES,2 near,"4/4	",-,-,-
,2022-06-14T00:00:00Z,,,CP,Russell Ranch,RRRG41,WEBL,1 WEBL female and 1 WEBL male near,"4	",5W,0,
,2022-06-22T00:00:00Z,,,SM KG VW,Russell Ranch,RRRG41,WEBL,3 nearby,"4	",1,5,
,2022-06-28T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG41,TRES,1 near,"4/4	",1,5,- removed cam because box is so broken!
,2022-07-05T00:00:00Z,,,KG PGG,Russell Ranch,RRRG41,WEBL,3 near,"4	",-,5,box kind of fixed w tape
,2022-07-06T00:00:00Z,,,CP,Russell Ranch,RRRG41,WEBL,2 WEBL (1 male 1 female),"-	",-,-,
,2022-07-13T00:00:00Z,,,KG VW,Russell Ranch,RRRG41,WEBL,-,"-	",-,-,loggers removed
,2022-07-19T00:00:00Z,,,KG YW,Russell Ranch,RRRG41,,,"NA	",,,
,2022-07-27T00:00:00Z,,,KG VW,Russell Ranch,RRRG41,-,-,"-	",-,-,"empty nest cleared, need repair"
,2023-03-31T00:00:00Z,3:47,4:15,KL,Russell Ranch,RRRG41,-,-,"-	",-,-,Broken
,2022-04-19T00:00:00Z,23:40,0:15,"SM, VW, KG",Russell Ranch,RRRG42,TRES,2 nearby,"2/0	",-,-,
,2022-04-26T00:00:00Z,23:40,0:40,"YW, VW",Russell Ranch,RRRG42,TRES,2 on,"3/4	",-,-,
,2022-05-20T00:00:00Z,23:50,0:19,"YW,KG, PGG",Russell Ranch,RRRG42,TRES,2 in,"4	",6 W,-,
,2022-05-21T00:00:00Z,,,KL,Russell Ranch,RRRG42,TRES,2 near,"4/25	",-,6,
,2022-05-24T00:00:00Z,,,KG PGG YW,Russell Ranch,RRRG42,TRES,2 near,"4/4	",-,5,-
,2022-06-14T00:00:00Z,,,CP,Russell Ranch,RRRG42,Tres,1 TRES perched near,"-	",-,-,
,2022-06-22T00:00:00Z,,,VW,Russell Ranch,RRRG42,-,-,"4	",-,-,
,2022-06-28T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG42,TRES,-,"4/4	",-,-,-
,2022-07-06T00:00:00Z,,,CP,Russell Ranch,RRRG42,TRES,"4 WEBL (adult M/F pair, 2 juvs)","4/3	",0,0,
,2022-07-13T00:00:00Z,,,KG VW,Russell Ranch,RRRG42,WEBL,-,"-	",-,-,old nest
,2022-07-19T00:00:00Z,,,KG YW,Russell Ranch,RRRG42,,,"NA	",,,
,2022-07-27T00:00:00Z,,,KG VW,Russell Ranch,RRRG42,-,-,"-	",-,-,empty nest cleared
,2022-04-19T00:00:00Z,23:40,0:15,"SM, VW, KG",Russell Ranch,RRRG43,TRES,2 flying,"-	",-,-,
,2022-04-26T00:00:00Z,23:40,0:40,"YW, VW",Russell Ranch,RRRG43,TRES,1 on,"4/3	",-,-,
,2022-05-10T00:00:00Z,23:50,0:19,"YW, KG, PGG",Russell Ranch,RRRG43,TRES,2near,"4	",6A,-,-
,2022-05-21T00:00:00Z,,,KL,Russell Ranch,RRRG43,TRES,2 near,"4/20	",-,6,
,2022-05-24T00:00:00Z,,,"YW, KG, PGG",Russell Ranch,RRRG43,TRES,-,"4	",-,6,
,2022-06-02T00:00:00Z,,,VW PGG KG,Russell Ranch,RRRG43,TRES,3 NEAR,"4/5	",-,3?,big babies skip next week. Only did a peak so not sure how many
,2022-06-14T00:00:00Z,,,CP,Russell Ranch,RRRG43,-,-,"-	",-,-,
,2022-06-22T00:00:00Z,,,VW,Russell Ranch,RRRG43,TRES,-,"4/8	",-,-,nest?cleared out
,2022-06-28T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG43,-,-,"-	",-,-,empty
,2022-07-06T00:00:00Z,,,CP,Russell Ranch,RRRG43,TRES,0,"2/1	",0,0,
,2022-07-13T00:00:00Z,,,KG VW,Russell Ranch,RRRG43,-,-,"-	",-,-,empty
,2023-03-31T00:00:00Z,3:47,4:15,KL,Russell Ranch,RRRG43,TRES,-,"1	",-,-,
,2023-03-31T00:00:00Z,3:47,4:15,KL,Russell Ranch,RRRG43,TRES,1 in,"2/0	",-,-,
,2022-04-19T00:00:00Z,23:40,0:15,"SM, VW, KG",Russell Ranch,RRRG44,TRES,2 flying,"1/0	",-,-,
,2022-04-26T00:00:00Z,23:40,0:40,"YW, VW",Russell Ranch,RRRG44,TRES,1 near,"4/5	",-,-,
,2022-05-10T00:00:00Z,23:45,1:00,KG PGG VW,Russell Ranch,RRRG44,TRES,1 in,"4/12	",6W,-,-
,2022-05-21T00:00:00Z,,,KL,Russell Ranch,RRRG44,TRES,1 in 1 near,"4/20	",-,6,
,2022-05-24T00:00:00Z,,,"YW,KG, PGG",Russell Ranch,RRRG44,TRES,-,"4	",-,6,
,2022-06-02T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG44,TRES,2 near,"4/18	",-,3? maybe more closed nest quick,skip next week!
,2022-06-14T00:00:00Z,,,CP,Russell Ranch,RRRG44,-,-,"-	",-,-,
,2022-06-22T00:00:00Z,,,VW,Russell Ranch,RRRG44,WEBL,1 IN,"4	",5W,-,over old TRES nest
,2022-06-28T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG44,WEBL,1 near,"4/5- old TRES nest	",-,-,no loggers added bc we have 4 at this site
,2022-07-06T00:00:00Z,,,CP,Russell Ranch,RRRG44,WEBL,1 WEBL female in,"4	",0,5,
,2022-07-19T00:00:00Z,,,KG YW,Russell Ranch,RRRG44,WEBL,1 male near,"4	",-,1,"2 dead nestlings on outside of nest, one alive nestling, so many ants in the nest :( dead nestlings removed and buried, may they rest in peace"
,2022-07-27T00:00:00Z,,,KG VW,Russell Ranch,RRRG44,-,-,"-	",-,-,skipped
,2023-03-31T00:00:00Z,3:47,4:15,KL,Russell Ranch,RRRG44,TRES,-,"2/0	",-,-,
,2022-04-19T00:00:00Z,23:40,0:15,"SM, VW, KG",Russell Ranch,RRRG45,-,-,"-	",-,-,
,2022-04-26T00:00:00Z,23:40,0:40,"YW, VW",Russell Ranch,RRRG45,-,-,"-	",-,-,
,2022-05-24T00:00:00Z,,,KG PGG YW,Russell Ranch,RRRG45,ATFL!,1 in,"4/ super furry	",4W,-,so cool!
,2022-06-14T00:00:00Z,,,CP,Russell Ranch,RRRG45,TRES,Cloud of 12 TRES/CLSW foraging near,"4	",-,3 (at least),"BIG nestlings inside, heard clicking"
,2022-07-06T00:00:00Z,,,KG CP,Russell Ranch,RRRG45,ATFL!,-,"4/ fur!	",-,-,beautiful!
,2022-07-27T00:00:00Z,,,KG VW,Russell Ranch,RRRG45,-,-,"-	",-,-,cleared
,2023-03-31T00:00:00Z,3:47,4:15,KL,Russell Ranch,RRRG45,TRES,-,"-	",-,-,Roof broken
,2021-04-16T00:00:00Z,0:50,1:49,KL KG,Russell Ranch,RRRG5,TRES,1 on box,"4/9	",-,-,-
,2021-04-23T00:00:00Z,2:45,3:30,KL KG,Russell Ranch,RRRG5,TRES,4 near,"4/2	",3A,-,5 TRES nearby clicking at me
,2021-04-30T00:00:00Z,0:30,1:00,"KL,KG",Russell Ranch,RRRG5,TRES,2 on,"4/8	",5W,-,-
,2021-05-06T00:00:00Z,7:40,21:40,KL KG,Russell Ranch,RRRG5,TRES,1 in 1 near,"4/20	",5W,-,-
,2021-05-13T00:00:00Z,0:20,3:00,KL KG,Russell Ranch,RRRG5,TRES,-,"4/9	",1W,4,"WC:11,13,11"
,2021-05-20T00:00:00Z,23:40,2:00,KL KG,Russell Ranch,RRRG5,TRES,1 on 2 near,"4/6	",1,4,-
,2021-05-22T00:00:00Z,0:30,2:00,"KL, RE",Russell Ranch,RRRG5,TRES,2 near,"4/15	",1W,4,Banded
,2021-05-27T00:00:00Z,23:45,1:00,KL KG,Russell Ranch,RRRG5,TRES,2 on,"Skipped	",Skipped,Skipped,"skipped- two loud prents , no babies heard"
,2021-06-03T00:00:00Z,0:00,1:00,"KL, KG",Russell Ranch,RRRG5,Skipped,-,"Skipped	",Skipped,Skipped,Skip 2
,2021-06-17T00:00:00Z,22:30,23:30,"KL, KG",Russell Ranch,RRRG5,TRES,-,"4/12	",4W,-,
,2021-06-24T00:00:00Z,23:30,1:00,KL KG TP DK,Russell Ranch,RRRG5,TRES,-,"4/8	",4W,-,-
,2021-07-01T00:00:00Z,23:30,0:30,KL KG,Russell Ranch,RRRG5,TRES,2 near,"4/29	",1,3,"WC: 6,6,6 hatch day!"
,2022-03-29T00:00:00Z,1:30,2:00,"YW, VW",Russell Ranch,RRRG5,WEBL,a pair on pole next to it,"2	",-,-,
,2022-04-05T00:00:00Z,2:30,3:19,VW,Russell Ranch,RRRG5,WEBL?,-,"3	",-,-,
,2022-04-12T00:00:00Z,2:10,3:00,"KG, YW",Russell Ranch,RRRG5,WEBL,-,"4	",-,-,
,2022-04-19T00:00:00Z,20:40,0:10,KG VW,Russell Ranch,RRRG5,WEBL,1 IN banded，Orange/White on left leg,"4	",3W,-,"she stared at us when we opened the box. sooooo cute, loggers added"
,2022-04-26T00:00:00Z,23:50,0:30,KG PGG,Russell Ranch,RRRG5,WEBL,-,"4	",4W,-,loggers eggs
,2022-05-05T00:00:00Z,1:00,1:10,KG VW MZ,Russell Ranch,RRRG5,WEBL,2 NEAR,"4	",-,4,"WC  10,9,8,10"
,2022-05-10T00:00:00Z,,,KG PGG YW,Russell Ranch,RRRG5,WEBL,1 near,"4	",-,4,"WC: 21,21,19,18"
,2022-05-21T00:00:00Z,,,KG KL,Russell Ranch,RRRG5,WEBL,-,"-	",-,-,skipped!
,2022-06-09T00:00:00Z,,,KG PGG,Russell Ranch,RRRG5,TRES,1 on edge,"4/4	",5W,-,loggers were never removed from this box (my bad!) but now that there r eggs on it we r leaving them up!
,2022-06-14T00:00:00Z,,,PGG,Russell Ranch,RRRG5,TRES,1 TRES inside,"4/?	",4,1,Captured TRES from box but escaped
,2022-06-16T00:00:00Z,,,CP,Russell Ranch,RRRG5,TRES,2 TRES on top,"4/15	",0,5,Attempted female capture but didn't go in
,2022-06-22T00:00:00Z,,,VW KG SM,Russell Ranch,RRRG5,TRES,4 NEAR,"4/6	",-,5,no success in capturing mom
,2022-06-23T00:00:00Z,,,"KL,PGG,YW",Russell Ranch,RRRG5,TRES,5 near,"4/10	",-,5,Tried to cap adult- nestbox narrow for flap trap :(
,2022-06-28T00:00:00Z,,,KG PGG VW,Russell Ranch,RRRG5,TRES,2 near,"4/4	",-,5,-
,2022-07-06T00:00:00Z,,,KG CP,Russell Ranch,RRRG5,TRES,2 near,"skipped	",skipped,heard,skipped
,2022-07-13T00:00:00Z,,,KG VW,Russell Ranch,RRRG5,TRES,-,"-	",-,-,skipped
,2022-07-19T00:00:00Z,,,KG YW,Russell Ranch,RRRG5,TRES,-,"-	",-,-,-
,2022-07-27T00:00:00Z,,,KG VW,Russell Ranch,RRRG5,-,-,"-	",-,-,empty nest cleared
,2023-05-11T00:00:00Z,1:21,1:45,"RK, YZ",Russell Ranch,RRRG5,WEBL,1 female on nest,"4	",4W,0,
,2023-04-11T00:00:00Z,2:23,2:50,"RK, YZ",Russell Ranch,RRRG50,WEBL,2 nearby,"4	",0,0,
,2023-04-18T00:00:00Z,1:26,1:49,"RK, YZ",Russell Ranch,RRRG50,TRES,3 nearby,"3/0	",-,-,
,2023-04-25T00:00:00Z,1:54,2:00,"RK, YZ",Russell Ranch,RRRG50,TRES,2 nearby,"4/15	",0,0,
,2023-05-11T00:00:00Z,0:49,2:10,"RK, YZ",Russell Ranch,RRRG50,TRES,2 nearby,"4/25	",2A,0,
,2023-05-25T00:00:00Z,23:34,23:40,"RK, YZ",Russell Ranch,RRRG50,TRES,1 nearby,"4/30	",1C,0,
,2023-06-22T00:00:00Z,2:50,3:00,"RK, YZ",Russell Ranch,RRRG50,WEBL,0,"4	",3W,0,
,2023-06-27T00:00:00Z,,,KL,Russell Ranch,RRRG50,WEBL,1 near,"4	",1W,-,
,2023-07-06T00:00:00Z,,,KL,Russell Ranch,RRRG50,WEBL,1 in,"4	",1W,1,
,2023-07-11T00:00:00Z,2:25,2:55,"KL, RK, YZ",Russell Ranch,RRRG50,WEBL,1 nearby,"4	",0,1,
,2023-08-03T00:00:00Z,23:30,23:34,"RK, YZ",Russell Ranch,RRRG50,WEBL,0,"4	",2,0,1 dead nestling
,2023-04-11T00:00:00Z,2:24,2:50,"RK, YZ",Russell Ranch,RRRG51,-,-,"2	",-,-,
,2023-04-18T00:00:00Z,1:28,1:49,"RK, YZ",Russell Ranch,RRRG51,TRES,2 nearby,"4/0	",0,0,
,2023-04-25T00:00:00Z,1:55,2:20,"RK, YZ",Russell Ranch,RRRG51,TRES,-,"4/1	",-,-,
,2023-04-25T00:00:00Z,1:55,2:00,"RK, YZ",Russell Ranch,RRRG51,TRES,4 nearby,"RRRG52	",5-Mar,0,
,2023-05-02T00:00:00Z,2:51,3:10,"RK, YZ",Russell Ranch,RRRG51,TRES,1 inside,"4/0	",0,0,
,2023-05-11T00:00:00Z,0:50,1:10,"RK, YZ",Russell Ranch,RRRG51,TRES,2 nearby,"4/3	",0,0,
,2023-05-25T00:00:00Z,23:33,23:45,"RK, YZ",Russell Ranch,RRRG51,TRES,0,"4/30	",3,0,
,2023-04-11T00:00:00Z,2:26,2:50,"RK, YZ",Russell Ranch,RRRG52,TRES,0,"2/3	",0,0,
,2023-04-18T00:00:00Z,1:28,1:49,"RK, YZ",Russell Ranch,RRRG52,TRES,-,"4/10	",-,-,
,2023-05-02T00:00:00Z,2:53,3:10,"RK, YZ",Russell Ranch,RRRG52,TRES,0,"4/5	",0,0,
,2023-05-11T00:00:00Z,0:51,1:10,"RK, YZ",Russell Ranch,RRRG52,WEBL,0,"4	",1C,0,
,2023-05-25T00:00:00Z,23:32,23:40,"RK, YZ",Russell Ranch,RRRG52,WEBL,0,"4	",2C,0,1 broken egg shell
,2023-04-11T00:00:00Z,2:26,2:50,"RK, YZ",Russell Ranch,RRRG53,TRES,4 nearby,"1/0	",-,-,
,2023-04-18T00:00:00Z,1:29,1:49,"RK, YZ",Russell Ranch,RRRG53,TRES,1 nearby,"4/8	",0,0,
,2023-04-25T00:00:00Z,1:57,2:20,"RK, YZ",Russell Ranch,RRRG53,TRES,1 inside box,"4/10	",-,-,
,2023-05-11T00:00:00Z,0:51,1:10,"RK, YZ",Russell Ranch,RRRG53,TRES,0,"4/8	",4C,0,
,2023-04-11T00:00:00Z,2:27,2:50,"RK, YZ",Russell Ranch,RRRG54,TRES,11 nearby,"1/0	",0,0,
,2023-04-18T00:00:00Z,1:30,1:49,"RK, YZ",Russell Ranch,RRRG54,TRES,1 nearby,"2/0	",-,-,
,2023-04-25T00:00:00Z,1:58,2:00,"RK, YZ",Russell Ranch,RRRG54,TRES,1 nearby,"3/8	",0,0,
,2023-05-02T00:00:00Z,2:53,3:10,"RK, YZ",Russell Ranch,RRRG54,TRES,0,"4/10	",0,0,
,2023-05-11T00:00:00Z,0:54,1:10,"RK, YZ",Russell Ranch,RRRG54,TRES,0,"4/2	",2C,0,
,2023-05-18T00:00:00Z,3:15,3:30,"RK, KL",Russell Ranch,RRRG54,ATFL,1 near,"4	",2,0,ATFL took over TRES nest; 1 egg is ATFL and other is TRES
,2023-05-25T00:00:00Z,3:15,3:30,"RK, KL",Russell Ranch,RRRG54,ATFL,1 near,"4	",2,0,ATFL took over TRES nest; 1 egg is ATFL and other is TRES
,2023-04-11T00:00:00Z,2:27,2:50,"RK, YZ",Russell Ranch,RRRG55,TRES,1 nearby,"0/0	",-,-,
,2023-04-18T00:00:00Z,1:31,1:49,"RK, YZ",Russell Ranch,RRRG55,TRES,2 nearby,"2/1	",0,0,
,2023-04-25T00:00:00Z,1:59,2:20,"RK, YZ",Russell Ranch,RRRG55,WEBL,2 nearby,"2	",-,-,1 TRES nearby
,2023-05-02T00:00:00Z,2:56,3:10,RK,Russell Ranch,RRRG55,TRES,0,"4/5	",0,0,
,2023-05-11T00:00:00Z,,,KL,Russell Ranch,RRRG55,TRES,-,"4/5	",-,-,
,2023-05-25T00:00:00Z,23:27,23:45,"RK, YZ",Russell Ranch,RRRG55,ATFL,0,"4	",4,0,"4 ATFL eggs, 1 TRES egg; ATFL took over swallow nest"
,2023-06-13T00:00:00Z,3:00,,"RK, YZ",Russell Ranch,RRRG55,WEBL,-,"4	",0,0,
,2023-04-11T00:00:00Z,2:29,2:50,YZ,Russell Ranch,RRRG56,TRES,1 nearby,"3/0	",0,0,
,2023-04-18T00:00:00Z,,,KL,Russell Ranch,RRRG56,TRES,-,"3/2	",-,-,
,2023-04-25T00:00:00Z,,,KL,Russell Ranch,RRRG56,TRES,2 near,"4/7	",-,-,
,2023-05-02T00:00:00Z,2:57,3:10,"RK, YZ",Russell Ranch,RRRG56,TRES,0,"4/15	",5A,0,
,2023-05-11T00:00:00Z,,,KL,Russell Ranch,RRRG56,TRES,1 in,"4/25	",5W,-,
,2023-04-11T00:00:00Z,2:32,2:50,YZ,Russell Ranch,RRRG57,TRES,2 nearby,"3/2	",0,0,
,2023-04-18T00:00:00Z,,,KL,Russell Ranch,RRRG57,TRES,-,"4/4	",-,-,
,2023-04-25T00:00:00Z,,,KL,Russell Ranch,RRRG57,TRES,2 near,"4/7	",-,-,
,2023-05-02T00:00:00Z,2:59,3:10,"RK, YZ",Russell Ranch,RRRG57,TRES,0,"4/20	",0,0,
,2023-05-11T00:00:00Z,,,KL,Russell Ranch,RRRG57,TRES,-,"4/5	",-,-,
,2023-04-11T00:00:00Z,2:34,2:50,YZ,Russell Ranch,RRRG58,TRES,1 nearby,"3/0	",0,0,
,2023-04-18T00:00:00Z,,,KL,Russell Ranch,RRRG58,TRES,-,"3/1	",-,-,
,2023-04-25T00:00:00Z,,,KL,Russell Ranch,RRRG58,WEBL,-,"3	",-,-,
,2023-05-02T00:00:00Z,3:00,3:10,"RK, YZ",Russell Ranch,RRRG58,WEBL,0,"4	",2C,0,
,2023-05-11T00:00:00Z,,,KL,Russell Ranch,RRRG58,WEBL,-,"3	",-,-,
,2023-04-11T00:00:00Z,,,KL,Russell Ranch,RRRG59,WEBL,-,"3	",-,-,
,2023-04-18T00:00:00Z,,,KL,Russell Ranch,RRRG59,TRES,-,"2/0	",-,-,
,2023-04-25T00:00:00Z,,,KL,Russell Ranch,RRRG59,WEBL,-,"3	",-,-,
,2023-05-02T00:00:00Z,3:02,3:10,"RK, YZ",Russell Ranch,RRRG59,TRES,0,"4/30	",1C,0,
,2023-05-11T00:00:00Z,,,KL,Russell Ranch,RRRG59,TRES,-,"4/15	",2C,-,
,2021-04-16T00:00:00Z,0:50,1:49,KL KG,Russell Ranch,RRRG6,TRES,1 on box,"4/ 6	",-,-,-
,2021-04-23T00:00:00Z,2:45,3:30,KL KG,Russell Ranch,RRRG6,TRES,2 near,"4/2	",3C,-,very strange nest- uncupped
,2021-04-30T00:00:00Z,0:30,1:00,"KL, KG",Russell Ranch,RRRG6,TRES,1 near,"4/8	",4W,-,2 near 1 very aggresive
,2021-05-06T00:00:00Z,7:40,21:40,KL KG,Russell Ranch,RRRG6,TRES,2 near,"4/30	",4W,-,-
