Comments,OK to get fecal sample?,Date of fecal sample,Comments/info from fecal sample visit,Site,Nestbox,Attempt No.,Species,Male ID,Female ID,First Egg Date,First Egg Date Certainty,Clutch Size,Incubation Begins Date,Eggs Hatched,Eggs Failed-to-Hatch,Eggs Abandoned,Eggs Depredated,Eggs Destroyed,Egg Unknown Fate,Brood Size,Hatch Date,HD Observed or Estimated?,Earliest Target Banding Date,Latest Target Banding Date,Date Banded,Nestlings Fledging,Nestlings Perishing,Nestlings Abandoned,Nestlings Depredated,Nestlings Destroyed,BAND numbers of Nestlings,Notes
NA,NA,NA,NA,Mace Blvd,MBNR4,1,WEBL,NA,NA,2023-04-23,Estimated,5,2023-04-28,4,0,0,0,0,1,4,2023-05-11,Estimated,2023-05-24,2023-05-26,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR4,2,WEBL,NA,NA,2023-07-29,Estimated,4,2023-08-02,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR5,1,TRES,NA,NA,2023-04-22,Estimated,6,2023-04-28,6,0,0,0,0,0,6,2023-05-11,Estimated,2023-05-22,2023-05-24,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR5,2,TRES,NA,NA,2023-06-23,Estimated,5,2023-06-28,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR6,1,WEBL,NA,NA,2023-05-07,Estimated,5,2023-05-12,5,0,0,0,0,0,5,2023-05-27,Estimated,2023-06-09,2023-06-11,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR6,2,TRES,NA,NA,2023-06-19,Estimated,5,2023-06-24,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR7,1,TRES,NA,NA,2023-04-21,Estimated,6,2023-04-27,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Mace Blvd,MBNR7,2,TRES,NA,NA,2023-05-13,Estimated,6,2023-05-19,5,1,0,0,0,0,5,2023-05-30,Estimated,2023-06-10,2023-06-12,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICG1,1,WEBL,NA,NA,2023-05-07,Estimated,4,2023-05-11,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICG10,1,TRES,NA,NA,2023-04-21,Estimated,5,2023-04-26,4,1,0,0,0,0,4,2023-05-09,Estimated,2023-05-20,2023-05-22,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICG2,1,TRES,NA,2881-65893,2023-04-25,Confirmed,4,2023-04-29,4,0,0,0,0,0,4,2023-05-11,Estimated,2023-05-22,2023-05-24,2023-05-23,4,0,0,0,0,"2881-65901, 2881-65902, 2881-65903, 2881-65904",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICG2,2,TRES,NA,2881-65921,2023-06-20,Estimated,4,2023-06-24,4,0,0,0,0,0,4,2023-06-27,Estimated,2023-07-08,2023-07-10,2023-07-10,NA,NA,NA,0,0,"2881-65932, 2881-65933, 2881-65934, 2881-65935",NA
NA,NA,NA,NA,Picnic Grounds,PICG3,1,WEBL,NA,NA,2023-05-08,Estimated,3,2023-05-11,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICG4,1,TRES,NA,NA,2023-04-21,Estimated,6,2023-04-27,5,1,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICG4,2,TRES,NA,NA,2023-06-08,Estimated,5,2023-06-13,5,0,0,0,0,0,5,2023-06-22,Estimated,2023-07-03,2023-07-05,NA,3,2,0,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICG6,1,TRES,NA,NA,2023-04-25,Confirmed,6,2023-05-01,0,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICG6,2,TRES,NA,NA,2023-06-10,Estimated,3,2023-06-13,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICG7,1,WEBL,NA,2941-94560,2023-04-27,Estimated,6,2023-05-03,6,0,0,0,0,0,6,2023-05-16,Estimated,2023-05-29,2023-05-31,2023-05-30,4,2,0,0,0,"2941-94578, 2941-94579, 2941-94580, 2941-94581",NA
NA,NA,NA,NA,Picnic Grounds,PICG8,1,TRES,NA,NA,2023-04-25,Confirmed,6,2023-05-01,0,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICG9,1,TRES,NA,NA,2023-04-27,Estimated,5,2023-05-02,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO1,1,WEBL,NA,NA,2023-04-04,Confirmed,5,2023-04-09,3,0,0,0,0,2,3,2023-04-22,Estimated,2023-05-05,2023-05-07,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICO1,2,WEBL,NA,2941-94401,2023-05-26,Estimated,6,2023-06-01,5,0,0,0,0,1,5,2023-06-03,Estimated,2023-06-16,2023-06-18,2023-06-15,3,2,0,0,0,"2941-94586, 2941-94587, 2941-94588, 2941-94589",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICO11,1,WEBL,NA,2941-94590,2023-05-29,Estimated,5,2023-06-03,5,0,0,0,0,0,5,2023-06-16,Estimated,2023-06-29,2023-07-01,2023-06-29,5,0,0,0,0,"2941-94701, 2941-94702, 2941-94703, 2941-94704",NA
NA,NA,NA,NA,Picnic Grounds,PICO12,1,WEBL,NA,NA,2023-04-29,Estimated,3,2023-05-02,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO13,1,WEBL,NA,NA,2023-06-25,Estimated,4,2023-06-29,4,0,0,0,0,0,4,2023-07-10,Estimated,2023-07-23,2023-07-25,NA,2,2,0,0,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO2,1,TRES,NA,NA,2023-04-29,Estimated,5,2023-05-04,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO2,2,WEBL,NA,NA,2023-06-25,Estimated,4,2023-06-29,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICO3,1,WEBL,NA,2881-17944,2023-04-22,Estimated,6,2023-04-28,4,0,0,0,0,2,4,2023-05-18,Confirmed,2023-05-31,2023-06-02,2023-05-30,4,0,0,0,0,"2881-65908, 2881-65909, 2881-65910, 2881-65911",NA
NA,NA,NA,NA,Picnic Grounds,PICO4,1,WEBL,NA,NA,2023-04-28,Estimated,4,2023-05-02,2,2,0,0,0,0,2,2023-05-17,Estimated,2023-05-30,2023-06-01,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO5,1,WEBL,NA,NA,2023-04-02,Estimated,6,2023-04-08,6,0,0,0,0,0,6,2023-04-24,Estimated,2023-05-07,2023-05-09,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO5,2,WEBL,NA,NA,2023-05-27,Estimated,5,2023-06-01,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO6,1,WEBL,NA,NA,2023-04-22,Estimated,3,2023-04-25,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO6,2,WEBL,NA,NA,2023-04-26,Estimated,6,2023-05-02,5,1,0,0,0,0,5,2023-05-10,Estimated,2023-05-23,2023-05-25,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO6,3,WEBL,NA,NA,2023-06-11,Estimated,5,2023-06-16,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICO7,1,WEBL,NA,NA,2023-04-14,Estimated,4,2023-04-18,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICR1,1,WEBL,NA,2941-94554,2023-04-27,Estimated,5,2023-05-02,3,2,0,0,0,0,3,2023-05-15,Estimated,2023-05-28,2023-05-30,2023-05-30,NA,NA,NA,0,0,"2941-94573, 2941-94574, 2941-94575, 2941-94576, 2941-94577",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICR1,2,TRES,NA,2881-65920,2023-06-11,Estimated,5,2023-06-16,4,0,0,0,0,1,4,2023-06-29,Confirmed,2023-07-10,2023-07-12,2023-07-11,4,0,0,0,0,"2881-65936, 2881-65937, 2881-65938, 2881-65939",NA
HOBO loggers,NA,NA,NA,Picnic Grounds,PICR10,1,WEBL,NA,2941-94553,2023-04-18,Confirmed,5,2023-04-23,5,0,0,0,0,0,5,2023-05-06,Estimated,2023-05-19,2023-05-21,2023-05-20,4,1,0,0,0,"2941-94561, 2941-94562, 2941-94563, 2941-94564, 2941-94565",NA
NA,NA,NA,NA,Picnic Grounds,PICR2,1,TRES,NA,NA,2023-05-06,Estimated,6,2023-05-12,6,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR3,1,TRES,NA,NA,2023-05-27,Estimated,5,2023-06-01,4,0,0,0,0,1,4,2023-06-06,Confirmed,2023-06-17,2023-06-19,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR4,1,WEBL,NA,NA,2023-04-29,Estimated,6,2023-05-05,5,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR4,2,WEBL,NA,NA,2023-06-25,Estimated,5,2023-06-30,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR5,1,TRES,NA,NA,2023-05-06,Estimated,6,2023-05-12,4,2,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR6,1,TRES,NA,NA,2023-05-07,Estimated,6,2023-05-13,6,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Picnic Grounds,PICR7,1,WEBL,NA,NA,2023-05-02,Confirmed,5,2023-05-07,5,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG39,1,ATFL,NA,NA,2023-05-20,Estimated,5,2023-05-25,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG5,1,WEBL,NA,NA,2023-05-07,Estimated,4,2023-05-11,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG50,1,TRES,NA,NA,2023-05-09,Estimated,2,2023-05-11,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG50,2,WEBL,NA,NA,2023-06-19,Estimated,3,2023-06-22,1,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG50,3,WEBL,NA,NA,2023-08-01,Estimated,2,2023-08-03,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG51,1,TRES,NA,NA,2023-04-22,Estimated,3,2023-04-25,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG51,2,TRES,NA,NA,2023-05-22,Estimated,3,2023-05-25,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG52,1,WEBL,NA,NA,2023-05-11,Confirmed,2,2023-05-13,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG53,1,TRES,NA,NA,2023-05-07,Estimated,4,2023-05-11,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG54,1,TRES,NA,NA,2023-05-09,Estimated,2,2023-05-11,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG55,1,ATFL,NA,NA,2023-05-21,Estimated,4,2023-05-25,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG56,1,TRES,NA,NA,2023-04-27,Estimated,5,2023-05-02,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG58,1,WEBL,NA,NA,2023-04-30,Estimated,2,2023-05-02,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG59,1,TRES,NA,NA,2023-05-02,Confirmed,2,2023-05-04,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG60,1,WEBL,NA,NA,2023-05-09,Estimated,2,2023-05-11,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRG61,1,WEBL,NA,NA,2023-06-01,Estimated,5,2023-06-06,1,1,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR1,1,WEBL,NA,NA,2023-05-07,Estimated,4,2023-05-11,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR10,1,TRES,NA,NA,2023-04-25,Confirmed,5,2023-04-30,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR3,1,WEBL,NA,NA,2023-04-27,Estimated,5,2023-05-02,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Russell Ranch,RRRR3,2,WEBL,NA,2941-94705,2023-06-18,Estimated,5,2023-06-23,3,0,0,0,0,2,3,2023-07-02,Estimated,2023-07-15,2023-07-17,2023-07-13,0,0,3,0,0,"2941-94712, 2941-94713, 2941-94714",NA
NA,NA,NA,NA,Russell Ranch,RRRR5,1,WEBL,NA,NA,2023-04-30,Estimated,5,2023-05-05,0,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,Russell Ranch,RRRR53,1,TRES,NA,NA,2023-05-19,Estimated,6,2023-05-25,0,0,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
HOBO loggers,NA,NA,NA,Russell Ranch,RRRR6,1,TRES,NA,2881-65894,2023-04-25,Confirmed,4,2023-04-29,3,1,0,0,0,0,3,2023-05-13,Estimated,2023-05-24,2023-05-26,2023-05-25,3,0,0,0,0,"2881-65905, 2881-65906, 2881-65907",NA
HOBO loggers,NA,NA,NA,Russell Ranch,RRRR7,1,TRES,NA,2881-65912,2023-06-02,Estimated,6,2023-06-08,5,1,0,0,0,0,5,2023-06-14,Estimated,2023-06-25,2023-06-27,2023-06-27,5,0,0,0,0,"2881-65915, 2881-65916, 2881-65917, 2881-65918, 2881-65919",NA
NA,NA,NA,NA,Russell Ranch,RRRR8,1,WEBL,NA,NA,2023-05-06,Estimated,5,2023-05-11,5,0,0,0,0,0,5,2023-05-18,Estimated,2023-05-31,2023-06-02,NA,NA,NA,NA,0,0,NA,NA
HOBO loggers,NA,NA,NA,Russell Ranch,RRRR8,2,WEBL,NA,NA,2023-06-17,Estimated,5,2023-06-22,5,0,0,0,0,0,5,2023-06-30,Estimated,2023-07-13,2023-07-15,2023-07-13,3,2,0,0,0,"2941-94708, 2941-94709, 2941-94710, 2941-94711",NA
NA,NA,NA,NA,Russell Ranch,RRRR9,1,WEBL,NA,NA,2023-05-07,Estimated,4,2023-05-11,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
